출원번호,일련번호,특허유형
1020060005241,1019920004730,B1
1020060005241,2001907580000,Y1
1020060005241,2002218610000,Y1
1020060005241,2019990038699,U
1020070026582,1020060089183,A
1020060121487,2004070290000,Y1
1020060121487,2020000001082,U
1020110118450,1008223540000,B1
1020060007522,1020010113611,A
1020060007522,1020050090698,A
1020060023238,100506977B,1
1020060023238,1020050081194,A
1020060107530,2003046650000,Y1
1020060107530,2003746620000,Y1
1020060050766,1020040042276,A
1020060050766,2003790730000,Y1
1020060050766,2003389250000,Y1
1020060050766,2019860006999,U
1020060050766,2019860015142,U
1020060050766,2019890019615,U
1020110025780,2003492810000,Y1
1020110025780,1009954120000,B1
1020110025780,2002343890000,Y1
1020110025780,2020000004958,U
1020000055986,1019940003314,B1
1020000055986,1020000042207,A
1020080086634,2003243670000,Y1
1020080086634,1004646820000,B1
1020080086634,2019870001688,Y1
1020080086634,2003767030000,Y1
1020100080659,2019990038705,U
1020100080659,2002333140000,Y1
1020150163798,1020130123614,A
1020150163798,2002029600000,Y1
1020150163798,2004049650000,Y1
1020150163798,1013657240000,B1
1020200172933,1020000031576,A
1020200172933,1020160117391,A
1020200172933,1021761430000,B1
1020170143169,1015830220000,B1
1020170143169,2004070040000,Y1
1020150128530,1020060108322,A
1020150128530,1020110058983,A
1020150128530,1014534210000,B1
1020110117312,1020110036986,A
1020110117312,2019900012547,U
1020060125861,2019840002406,Y1
1020060125861,2019860000813,U
1020100087453,1020050082108,A
1020100087453,2002506250000,Y1
1020140153884,1020090037563,A
1020140153884,1020100003544,A
1020140153884,1020120041492,A
1020140153884,2020120001748,U
1020070043115,1020050068739,A
1020090110175,1008878800000,B1
1020090110175,2019770000067,Y1
1020090059716,2002252340000,Y1
1020090059716,2019960003889,Y1
1020090059716,2004049710000,Y1
1020090059716,1008098510000,B1
1020060048604,1020050092066,A
1020060048604,2004046630000,Y1
1020060048604,2004050160000,Y1
1020200122426,1012295370000,B1
1020200122426,1012794130000,B1
1020200122426,1016560080000,B1
1020200122426,2003484010000,Y1
1020130131699,2003740850000,Y1
1020130131699,1020080039214,A
1020190094632,1015621720000,B1
1020190094632,1020180043977,A
1020130115542,1010154230000,B1
1020130115542,1013061650000,B1
1020130115542,1020090041579,A
1020130115542,1020130051747,A
1020160137476,1020130029435,A
1020160137476,1020150145770,A
1020130012333,1011295320000,B1
1020130012333,1007573810000,B1
1020130012333,1003574910000,B1
1020130012333,2003745660000,Y1
1020190094634,1015621720000,B1
1020170088022,1020160077611,A
1020160081090,1020080070646,A
1020160081090,1008081220000,B1
1020160081090,1016155550000,B1
1020160081090,1020110089571,A
1020210142632,1020170108603,A
1020210142632,1020190081497,A
1020210142632,1020190102544,A
1020210142632,2020110010376,U
1020080078829,1020070060219,A
1020080078829,2003834390000,Y1
1020080078829,1020030069587,A
1020080078829,1019980046619,A
1020120070125,1020100117472,A
1020120070125,1020110045245,A
1020120070125,1020110126844,A
1020090015117,1020020028350,A
1020090015117,1020050036068,A
1020090015117,1020050074730,A
1020100009143,1008887940000,B1
1020100009143,1009342440000,B1
1020140114012,1020090083766,A
1020140114012,1008823020000,B1
1020140114012,1020100004510,A
1020140114012,1020130138581,A
1020150133519,2020120005983,U
1020150133519,1014588680000,B1
1020150133519,2002938980000,Y1
1020150133519,2019990022738,U
1020150133519,1011255520000,B1
1020140064883,1007687040000,B1
1020140064883,1020110064950,A
1020140064883,2019900009227,Y1
1020090062098,1020070077806,A
1020090062098,2019980010728,U
1020090062098,1004905590000,B1
1020070015837,1020050119627,A
1020070015837,2019860006999,U
1020070015837,2019990037424,U
1020070015837,1004425450000,B1
1020070015837,2002648140000,Y1
1020090004762,1006531970000,B1
1020090004762,1020050081203,A
1020090004762,1020030029517,A
1020090004762,1020050080184,A
1020030100516,1020030083495,A
1020120133519,1020120085119,A
1020120133519,1011697060000,B1
1020170055126,2019930007098,U
1020120132235,1019990024109,A
1020200082008,1011121220000,B1
1020200082008,1011444560000,B1
1020200082008,1020110135172,A
1020150131705,2002063910000,Y1
1020150131705,1005344920000,B1
1020150131705,2002117730000,Y1
1020150131705,1005702910000,B1
1020150131705,1020090067760,A
1020150131705,1006852380000,B1
1020150065982,1013738300000,B1
1020150065982,2001278350000,Y1
1020150065982,1020020012431,A
1020150065982,1011746040000,B1
1020150065982,1014571530000,B1
1020150065982,1008032820000,B1
1020110146476,2002252340000,Y1
1020110146476,1009699230000,B1
1020110146476,1020110131700,A
1020110146476,1010796940000,B1
1020210006069,2002847230000,Y1
1020210172251,1020200105456,A
1020160182582,1013222190000,B1
1020160182582,1005496370000,B1
1020130071245,2019910000734,Y1
1020130071245,1020090067760,A
1020200163595,1016367760000,B1
1020200163595,1020190077904,A
1020200163595,1020170128900,A
1020200163595,2019990028351,U
1020150184138,1020140046305,A
1020150184138,1020110024796,A
1020150184138,1013308030000,B1
1020150184138,1020120038138,A
1020170159527,1015157940000,B1
1020170159527,1020160047708,A
1020170159527,2003233920000,Y1
1020170159527,2003298240000,Y1
1020170047312,1020170033658,A
1020170047312,1020110083195,A
1020060089081,2001578630000,Y1
1020060089081,2019980030927,U
1020110109125,1019940018603,A
1020110109125,1020020032999,A
1020040089469,2019910000958,U
1020200052067,1007059210000,B1
1020200052067,1008367890000,B1
1020140050329,2020110011034,U
1020140050329,1020030067828,A
1020060064369,2004046630000,Y1
1020060035803,1003331470000,B1
1020060035803,1020060006159,A
1020060035803,2019990022230,U
1020130018087,1020120013505,A
1020130018087,2002675900000,Y1
1020130018087,2002671670000,Y1
1020130018094,1019990066144,A
1020130018094,1020120013505,A
1020130018094,2002675900000,Y1
1020130018094,2019820001775,Y1
1020200011009,1020170064612,A
1020200011009,1020190023452,A
1020200011009,2003637540000,Y1
1020090092782,2019830000604,Y1
1020090092782,2004149510000,Y1
1020090092782,2004315250000,Y1
1020130103838,2003416630000,Y1
1020130103838,1011157750000,B1
1020140008143,1020130136097,A
1020140008143,1020100038767,A
1020140008143,1010796940000,B1
1020140008143,1020030045277,A
1020090134553,1020010008335,A
1020090134553,2019990034256,U
1020160074245,1020070102462,A
1020160074245,1020120137681,A
1020160074245,1020150129346,A
1020160074245,1020140048758,A
1020150076703,2019980066000,U
1020070036416,2020000015947,U
1020070036416,2003858580000,Y1
1020100058801,1020070022897,A
1020100058801,1020110137583,A
1020150086553,1010776000000,B1
1020150086553,1020040043785,A
1020150086553,1020100137897,A
1020150086553,2019820000558,Y1
1020130156852,1011453590000,B1
1020130156852,1020080079851,A
1020130069043,1010780190000,B1
1020070039673,,10-1998-0021290 A
1020070039673,,10-2000-0034709 A
1020070039673,,20-0274733 Y1
1020070039673,,20-1998-0057182 U
1020070039673,,20-0179134 Y1
1020070039673,,10-2000-0059640 A
1020130150813,2004313670000,Y1
1020130150813,2019970055422,U
1020110028271,1020040104771,A
1020110028271,2002197410000,Y1
1020120113190,1011667710000,B1
1020120113190,1020060030805,A
1020120113190,2004307010000,Y1
1020070082632,,10-0411514 B1
1020070082632,,10-0751485 B1
1020070082632,1020030062373,A
1020070082632,2019900001097,U
1020060031106,200100740Y1,
1020060031106,200404571Y1,
1020070029827,1020020027439,A
1020070029827,1020030041932,A
1020070029827,1020040030372,A
1020070029827,2002426800000,Y1
1020060048154,1020040110776A,
1020090007610,1020040108281,A
1020090007610,2002908960000,Y1
1020090007610,1020040040509,A
1020060127190,1020030030614,A
1020060070439,1020010028391A,
1020190005759,1017202940000,B1
1020190005759,1020130103049,A
1020190005759,1011880800000,B1
1020220176450,1020190077904,A
1020220176450,1020200126514,A
1020220176450,2019940002584,Y1
1020130167292,1020010044114,A
1020130167292,1007738710000,B1
1020160106743,1020150078412,A
1020150123839,2020090007072,U
1020150123839,1014082120000,B1
1020120122153,2002383640000,Y1
1020120122153,1020030062060,A
1020120122153,1010271640000,B1
1020160022988,1009434430000,B1
1020160022988,1008157190000,B1
1020160022988,2004198700000,Y1
1020160022988,1008244110000,B1
1020070107581,1004803130000,B1
1020070107581,1005619750000,B1
1020070107581,1020050082500,A
1020070107581,1020070054468,A
1020060024528,1020020074116,A
1020060024528,2020000016206,A
1020040070825,2001277800000,Y1
1020040070825,2001475510000,Y1
1020040070825,2003135160000,Y1
1020130112918,1012205310000,B1
1020130112918,2004226720000,Y1
1020130112918,1009542340000,B1
1020130112918,1020110021501,A
1020190157289,1020100120670,A
1020190157289,1018527850000,B1
1020180112476,1015095630000,B1
1020180112476,1020100036536,A
1020180007625,1007261900000,B1
1020180007625,1020160114810,A
1020190062720,1017855710000,B1
1020190062720,1007755990000,B1
1020190062720,1019320150000,B1
1020100113397,1008994050000,B1
1020100113397,1020110077305,A
1020100113397,1020020092006,A
1020130012054,1020090110422,A
1020130012054,2004222990000,Y1
1020150090914,2004355130000,Y1
1020150090914,1020030081606,A
1020140075168,1014001100000,B1
1020140075168,1020110122069,A
1020090071739,1004897600000,B1
1020210105109,1020110000023,A
1020210105109,1020120135814,A
1020210105109,1020160107623,A
1020210105109,1020100004485,A
1020130044621,1012128610000,B1
1020130044621,1020070113753,A
1020130044621,1008709850000,B1
1020170088425,2020140000779,U
1020170088425,1020120033509,A
1020170088425,1020110034516,A
1020170088425,2020090010207,U
1020170088425,1011294030000,B1
1020170088425,1020110045245,A
1020170088425,2004490800000,Y1
1020190177733,1016676240000,B1
1020190177733,1020120056351,A
1020190177733,2019880002887,U
1020150064040,1020060118822,A
1020150064040,1020110133074,A
1020150064040,1020140143904,A
1020150064040,1020090025329,A
1020150064040,1011607950000,B1
1020150064040,1008772010000,B1
1020160074251,1016039410000,B1
1020160074251,1020150129346,A
1020160074251,1008628080000,B1
1020160074251,1009562340000,B1
1020180035936,1014169510000,B1
1020130053213,2004150640000,Y1
1020070037772,,10-2005-0056115 A
1020070037772,,10-1999-0068680 A
1020070037772,,20-0413930 Y1
1020140127524,1010166590000,B1
1020120015876,1009021400000,B1
1020120015876,1009021400000,B1
1020120015876,1020050100863,A
1020120118303,1020120085406,A
1020120118303,1009938770000,B1
1020090036422,1020070109065,A
1020090036422,1020080014539,A
1020090036422,1020080083879,A
1020070091778,,10-2006-0108151 A
1020070091778,,20-0407510 Y1
1020070091778,,10-2008-0001625 A
1020070091778,,10-0660106 B1
1020070091778,,20-0420179 Y1
1020070091778,,20-0273325 Y1
1020070091778,,10-2006-0072888 A
1020070091778,,20-1998-0025021 U
1020070091778,,10-2005-0045808 A
1020070091778,,20-0261088 Y1
1020070091778,,20-0358167 Y1
1020070012057,1020050119098,A
1020070012057,2003528270000,Y1
1020070012057,1020030078809,A
1020070012057,2002919650000,Y1
1020230011038,1020120051983,A
1020230011038,1020210112491,A
1020230011038,1020220138603,A
1020230011038,2020130005803,U
1020190081369,1016570300000,B1
1020190081369,1017508920000,B1
1020190081369,1020070036104,A
1020190081369,1020190063635,A
1020160182542,1020150139800,A
1020160182542,1001480920000,B1
1020190023491,1020110101389,A
1020190023491,1020180092628,A
1020190023491,2004050400000,Y1
1020190023491,2004217830000,Y1
1020190069106,1019290280000,B1
1020190069106,1020010056546,A
1020190069106,2004129690000,Y1
1020160061253,1020110099425,A
1020160061253,1012438650000,B1
1020160061253,2003300360000,Y1
1020160061253,1015149870000,B1
1020160011883,2002244150000,Y1
1020160011883,1015919170000,B1
1020160011883,1020150104797,A
1020180128081,1003484570000,B1
1020180128081,1020160056536,A
1020180128081,1020080008307,A
1020180128081,1020100004510,A
1020180128081,1013672660000,B1
1020180128081,1020180045623,A
1020070055400,1005407870000,B1
1020070055400,2002358280000,Y1
1020180161139,1007808750000,B1
1020180161139,1020050027398,A
1020180161139,1020150088214,A
1020130096144,2003341250000,Y1
1020130128217,2004560100000,Y1
1020130128217,1020090093412,A
1020130128217,1003436630000,B1
1020200175713,1020100102057,A
1020200175713,1020170098287,A
1020110064290,2019960010252,Y1
1020110064290,2019950009017,Y1
1020110064290,2019970052500,Y1
1020150042424,1001715530000,B1
1020150042424,1020080039355,A
1020150042424,2002221020000,Y1
1020150042424,2020000003556,U
1020130116003,2003708760000,Y1
1020130116003,1020110097430,A
1020130116003,1007556460000,B1
1020150117052,1020040072579,A
1020150117052,1020050081161,A
1020150117052,1015218140000,B1
1020150117052,1020110056748,A
1020070096179,1007583390000,B1
1020070096179,2003474800000,Y1
1020070096179,2002909170000,Y1
1020070096179,1020030032316,A
1020170086937,1012462890000,B1
1020170086937,1020110071909,A
1020170086937,2001677730000,Y1
1020170086937,1016689850000,B1
1020170145498,1020120000458,A
1020170145498,1020130103015,A
1020170145498,1020180008225,A
1020170145498,1020140091423,A
1020170145498,1020110107492,A
1020170145498,1006969090000,B1
1020200066515,1020080058148,A
1020200066515,1020130085804,A
1020120065663,1009219060000,B1
1020120065663,2020090007901,U
1020160165601,1015886360000,B1
1020160165601,2020100011287,U
1020160165601,1020150130908,A
1020160165601,1016099860000,B1
1020160165601,1008769390000,B1
1020160165601,1020090044384,A
1020180031394,1007246010000,B1
1020180031394,2003188850000,Y1
1020200156079,1006078540000,B1
1020200156079,1020180041914,A
1020130120756,1020030057157,A
1020130120756,2002596880000,Y1
1020130120756,2019950004283,U
1020030046835,2002314480000,Y1
1020030046835,2002258620000,Y1
1020200093089,1020160093308,A
1020200093089,2020130006852,U
1020100018609,1003189920000,B1
1020100018609,2002822780000,Y1
1020100018609,2020090001187,U
1020210067866,1018272520000,B1
1020210067866,1020811740000,B1
1020210067866,1013017910000,B1
1020210067866,1020010084877,A
1020210067866,2003249800000,Y1
1020210067866,1020120085406,A
1020110071124,1010437540000,B1
1020110071124,1020070035070,A
1020160000698,1020120105106,A
1020160000698,1012885890000,B1
1020160000698,1019990084018,A
1020090076779,2001906880000,Y1
1020190173553,1006937360000,B1
1020190173553,1019331430000,B1
1020170115070,2003767220000,Y1
1020170115070,2003696580000,Y1
1020170115070,1012989000000,B1
1020170115070,2002763680000,Y1
1020070058055,,10-2003-0011210 A
1020070058055,,20-0204293 Y1
1020070058055,,10-2002-0067301 A
1020070058055,,10-0570288 B1
1020070058055,,10-2004-0017448 A
1020130109140,1003231290000,B1
1020130109140,1020120135574,A
1020130109140,1009731230000,B1
1020120070690,1020110016089,A
1020120070690,2003849170000,Y1
1020120070690,1020100096937,A
1020110105870,1020000060660,A
1020100000651,1020090115617,A
1020100000651,2003050120000,Y1
1020100000651,2002790850000,Y1
1020100000651,1007283970000,B1
1020120127920,1020110127937,A
1020090115555,1020060132211,A
1020090115555,1006551050000,B1
1020090115555,1008583530000,B1
1020120074790,1020100032288,A
1020120074790,1020020062894,A
1020120074790,1006902780000,B1
1020120074790,1020000073194,A
1020060125745,1005452520000,B1
1020060125745,2019870008649,U
1020060125745,2019900008721,U
1020070069708,,실1983-0000605 Y1
1020070069708,,20-0366096 Y1
1020070069708,,10-0515635 B1
1020070069708,,10-2002-0019364 A
1020070069708,,10-0663069 B1
1020100027709,1007019690000,B1
1020090062830,1020000061549,A
1020090062830,2019900020676,U
1020090062830,1002937460000,B1
1020090062830,1006903890000,B1
1020050070933,1020010094300,A
1020050070933,2019900008715,U
1020130017343,2020080005292,U
1020130017343,1007261900000,B1
1020130017343,1005197860000,B1
1020130017343,2002728930000,Y1
1020090121489,2019830001461,Y1
1020090121489,1006383380000,B1
1020070077680,1007931100000,B1
1020070077680,2019990038705,U
1020070031054,1006560930000,B1
1020070031054,1020070032581,A
1020070031054,2004074800000,Y1
1020110079372,1008131300000,B1
1020110079372,1008461420000,B1
1020110079372,1009777510000,B1
1020110079372,2004047040000,Y1
1020110001926,1010061460000,B1
1020110001926,1019980033718,A
1020110001926,1020010104391,A
1020110001926,1020090091530,A
1020210018310,1010261910000,B1
1020210018310,2004756720000,Y1
1020210018310,1020100006445,A
1020210018310,1013074610000,B1
1020050009799,1019980069415,A
1020050009799,1020010056343,A
1020050009799,1020030025096,A
1020050009799,2019940013000,U
1020050009799,2020000009433,U
1020060067623,1020040098305A,
1020100128733,1007117340000,B1
1020100128733,1020100024168,A
1020100128733,1009832030000,B1
1020100128733,1020090074843,A
1020197026894,1020130126719,A
1020070087365,2002672000000,Y1
1020070087365,1020050081866,A
1020070087365,1020010044114,A
1020170143174,2004070040000,Y1
1020170143174,1020130008185,A
1020170143168,2004070040000,Y1
1020170143168,1020130008185,A
1020140152546,1020130016523,A
1020140152546,2002078720000,Y1
1020110049674,1007521190000,B1
1020110049674,1020050034044,A
1020110049674,2019960011840,U
1020110049674,2003899680000,Y1
1020200185002,2019980060874,U
1020130024877,1007506360000,B1
1020130024877,2003468170000,Y1
1020130024877,2020100008811,U
1020207020086,1020130111186,A
1020160087034,1008954420000,B1
1020160087034,1004284950000,B1
1020160087034,2004141280000,Y1
1020160087034,1006412770000,B1
1020180001124,1006805560000,B1
1020100071919,1020020062716,A
1020100071919,1020080045391,A
1020100071919,2001832580000,Y1
1020110095930,1019930009753,B1
1020110095930,1019990080780,A
1020180090720,1006805560000,B1
1020180090720,1014080520000,B1
1020180090720,2004066620000,Y1
1020140081108,1020140023116,A
1020140081108,1020030018804,A
1020170091442,1009037990000,B1
1020170091442,1009119180000,B1
1020170091442,2004123420000,Y1
1020100095529,1020020042493,A
1020100095529,1020060008168,A
1020100095529,2002859480000,Y1
1020200131664,1016896890000,B1
1020200131664,1020030062373,A
1020200131664,1020190047050,A
1020140142704,1020020001962,A
1020140142704,1020130085090,A
1020050061732,1020000042207,A
1020050061732,1020040069418,A
1020060025615,1020040010358,A
1020060025615,2002675350000,Y1
1020060025615,2003216630000,Y1
1020180101489,1012908330000,B1
1020180101489,1020120059775,A
1020180101489,1004795060000,B1
1020140045321,1020130094924,A
1020140045321,1020100020990,A
1020070105654,2004255120000,Y1
1020070105654,2003564430000,Y1
1020070105654,2003781680000,Y1
1020070105654,1007518780000,B1
1020070105654,1007009710000,B1
1020110040572,1008887940000,B1
1020110040572,1020040000192,A
1020090036534,1020020074067,A
1020090036534,2020080002653,U
1020050134966,2019990028873,U
1020050134966,2020000016516,U
1020050134966,2019900020603,U
1020210149034,1011954360000,B1
1020210149034,1017146550000,B1
1020210149034,1020140091423,A
1020210149034,1020180008225,A
1020210149034,2020090007362,U
1020110082484,1020100129599,A
1020110082484,1006872840000,B1
1020220065567,1010796940000,B1
1020220065567,1020030057157,A
1020220065567,1020100137897,A
1020220065567,1020180080055,A
1020220065567,2020130004137,U
1020160081898,2019900007035,U
1020160081898,1020100074962,A
1020160081898,,10-2011-0041064 A
1020160081898,,20-0374085 Y1
1020160081898,,20-0224427 Y1
1020160081898,,10-2004-0108281 A
1020160081898,,10-1152661 B1
1020110139412,1020060017073,A
1020110139412,2003243680000,Y1
1020110139412,2019950030942,U
1020050134957,2002311460000,Y1
1020050134957,1020050037159,A
1020050134957,2019880022254,U
1020170180736,1020160111708,A
1020170180736,2002009400000,Y1
1020170180736,1020060061773,A
1020200035115,1010402130000,B1
1020200035115,1019891760000,B1
1020150127197,1010192190000,B1
1020150127197,1020090016581,A
1020170010697,2001618430000,Y1
1020170010697,1020140141343,A
1020170010697,2002132290000,Y1
1020170010697,2001517890000,Y1
1020090110298,1020020066539,A
1020090110298,1007422750000,B1
1020130093039,1020100006445,A
1020140056104,1020130061780,A
1020140056104,1020130103904,A
1020140056104,1020150005394,A
1020140056104,2004057310000,Y1
1020220068535,1020030001127,A
1020220068535,1020100091646,A
1020180148806,1020110036986,A
1020180148806,1020180019884,A
1020180148806,1020180116679,A
1020090133838,1020030026608,A
1020090133838,1020030090911,A
1020090133838,1020040029831,A
1020090133838,1020090067760,A
1020170149274,1020120100604,A
1020170149274,1020160022688,A
1020170149274,2019880001250,Y1
1020170149274,1020120087461,A
1020170149274,2000024310000,Y1
1020190084989,1020070099882,A
1020190084989,1017120170000,B1
1020190084989,1010599840000,B1
1020190084989,1016129410000,B1
1020190084989,1020100001083,A
1020100087531,1020100092072,A
1020050087050,1020020014827,A
1020050087050,2002690380000,Y1
1020050087050,2019870000107,Y1
1020170111601,1016687260000,B1
1020120149072,2004453870000,Y1
1020120149072,2003492800000,Y1
1020110124074,1009363890000,B1
1020110124074,1019890001670,B1
1020110124074,2004290440000,Y1
1020140090191,1009750980000,B1
1020140090191,1020120092839,A
1020210077254,1011954360000,B1
1020210077254,1020140091423,A
1020050050934,1020030082199,A
1020050050934,2019940000081,Y1
1020150073250,1013475640000,B1
1020150073250,2019970001730,Y1
1020150073250,1020110032551,A
1020150073250,1020040110776,A
1020150073250,2020120002260,U
1020150073250,1019990064387,A
1020080101824,1019900007720,B1
1020080101824,1020040021217,A
1020080101824,2001746960000,Y1
1020080101824,2019890001111,U
1020160072961,1011343880000,B1
1020160072961,1020160009461,A
1020160072961,1020100133716,A
1020160072961,1010366620000,B1
1020090134552,1020010008335,A
1020090134552,2019990034256,U
1020060037721,2019940022145,U
1020060055937,1006798170000,B1
1020060055937,1020010002999,A
1020060055937,1020050118976,A
1020060055937,1020060009469,A
1020090072857,1008274680000,B1
1020080033510,1007991960000,B1
1020080033510,2003790730000,Y1
1020080033510,2003389250000,Y1
1020080033510,1020060110726,A
1020170171272,1014646900000,B1
1020170171272,1017899370000,B1
1020170171272,2019970006475,Y1
1020130019731,1005687800000,B1
1020110003832,1008611670000,B1
1020110003832,2020000000592,U
1020110003832,2020100005437,U
1020100121598,1004606390000,B1
1020100121598,1006793400000,B1
1020100121598,2003981700000,Y1
1020080073065,1020030078269,A
1020080073065,2002974330000,Y1
1020080073065,2019910004684,U
1020080073065,1020070046280,A
1020080040367,1019980030377,A
1020080040367,1020000043543,A
1020080040367,2019980032557,U
1020080040367,1007964340000,B1
1020080040367,1007986200000,B1
1020080040367,1007581150000,B1
1020080040367,2003949200000,Y1
1020080040367,2004074800000,Y1
1020070040282,1020050092066,A
1020070040282,2004046640000,Y1
1020070040282,1020040041130,A
1020070040282,2004046630000,Y1
1020060094008,2019990036070U,
1020060094008,2019990036815U,
1020080087313,1005009540000,B1
1020080087313,2002741190000,Y1
1020070070044,1020020020667,A
1020070070044,1020040062739,A
1020070070044,1020040061708,A
1020070070044,2019990037675,U
1020070024854,1020030062373,A
1020050027649,1020010090141,A
1020050027649,1020030066109,A
1020050027649,2002482740000,Y1
1020050027649,2002651640000,Y1
1020050027649,2020000006929,U
1020110041960,1009770120000,B1
1020110041960,1020100137897,A
1020110041960,2019900003842,Y1
1020090067426,2002876830000,Y1
1020090067426,2019920006600,U
1020140084614,1012305430000,B1
1020140084614,1012756760000,B1
1020140084614,1020050052373,A
1020140084614,1020100028169,A
1020140084614,1020100100098,A
1020140084614,1020100134157,A
1020130125475,2020130000146,U
1020130125475,2020110011034,U
1020130125475,1007471200000,B1
1020130125475,1013017910000,B1
1020040111053,1019980010232,A
1020040111053,2019870013711,U
1020040111053,2019930007292,Y1
1020040111053,2019990035757,U
1020060062623,1020020068808,A
1020060062623,1020050119548,A
1020060062623,1020060065879,A
1020180023737,1020040021210,A
1020180023737,1020150121817,A
1020180023737,1020030082197,A
1020180023737,2020080004973,U
1020180173775,1020110116942,A
1020180173775,1020120065515,A
1020180173775,1020160006530,A
1020190087401,1016079840000,B1
1020190087401,1019128770000,B1
1020190087401,1020080045919,A
1020190087401,1020160003902,A
1020190087401,1020180122514,A
1020070069185,,10-2000-0012253 A
1020070069185,,10-1999-0073752 A
1020070069185,,20-1999-0041753 U
1020070069185,,20-0316452 Y1
1020070069185,,10-0569155 B1
1020070069185,,10-0362469 B1
1020070069185,,10-1999-0025922 A
1020070069185,,10-0726190 B1
1020110116687,1020080089877,A
1020070124578,,10-2007-0008194 A
1020070124578,,10-2007-0065276 A
1020070124578,,20-0231809 Y1
1020070124578,,20-0207892 Y1
1020070124578,,20-0404661 Y1
1020070124578,,10-2001-0040228 A
1020080078244,2019940013129,U
1020080078244,2002422350000,Y1
1020130081569,1020090058304,A
1020130081569,1006865940000,B1
1020090024662,2019850002233,Y1
1020090024662,2003926190000,Y1
1020090024662,2019930019863,U
1020210184074,1013314260000,B1
1020210184074,1020170032236,A
1020090127162,2003897290000,Y1
1020090127162,1007900160000,B1
1020140003427,1020130017758,A
1020140003427,1012839410000,B1
1020140003427,1013436470000,B1
1020210114831,1020080059968,A
1020210114831,2019980008882,U
1020210114831,2020100005323,U
1020180028383,1020150056935,A
1020180028383,1020100001235,A
1020190131060,1007540010000,B1
1020190131060,1019970028236,A
1020190131060,1020000052176,A
1020190131060,1020030032316,A
1020190131060,1020120140105,A
1020140023619,1009717740000,B1
1020140023619,1020050104453,A
1020140023619,1020130103663,A
1020140114011,2020110005104,U
1020140114011,2004742390000,Y1
1020140114011,1010420670000,B1
1020140114011,2004416400000,Y1
1020130073668,1011652840000,B1
1020130073668,1007573810000,B1
1020190119439,1020060105196,A
1020190119439,1020160069532,A
1020190119439,2003006200000,Y1
1020070047638,,10-2006-0022215 A
1020070047638,,20-0369438 Y1
1020070047638,,20-0135254 Y1
1020070047638,,10-2004-0013972 A
1020070047638,,10-1999-0032291 A
1020070047638,,20-2000-0004103 U
1020070047638,,20-0435896 Y1
1020070080353,1019920021928,A
1020070080353,1019990066143,A
1020070080353,1020050080752,A
1020070080353,1020070022897,A
1020230089814,1020170037171,A
1020230089814,1020110072195,A
1020230089814,1020110056748,A
1020230089814,1019980032294,A
1020230089814,1018272520000,B1
1020140155984,1009321790000,B1
1020140155984,2004075670000,Y1
1020140155984,1020100001084,A
1020140155984,1020110069570,A
1020150134093,1020110137117,A
1020150134093,1020140065116,A
1020150134093,1020040042210,A
1020150134093,1020140011861,A
1020150134093,1020070071477,A
1020180094097,1011381270000,B1
1020180094097,1012759520000,B1
1020180094097,2020180001506,U
1020180094097,2020140004161,U
1020120042747,1009098470000,B1
1020120042747,2004000230000,Y1
1020060044782,1020010047601,A
1020060044782,2019900006888,Y1
1020060044782,2020000018418,A
1020220071626,1019990080059,A
1020220071626,1020010005931,A
1020130084646,1012164920000,B1
1020130084646,1020100132473,A
1020100094595,1001970240000,B1
1020100094595,2001810220000,Y1
1020100094595,2004385550000,Y1
1020100113801,1020100044719,A
1020100113801,2004368830000,Y1
1020180156911,1003062890000,B1
1020180156911,1020090008174,A
1020180156911,2001327110000,Y1
1020180156911,1020180061820,A
1020170148664,1020110072195,A
1020170148664,1009565820000,B1
1020180070132,1014571530000,B1
1020180070132,1017523950000,B1
1020180070132,1020110058442,A
1020180070132,1020160128178,A
1020090102659,1004981630000,B1
1020090102659,1019970006933,A
1020150010138,1020090018293,A
1020150010138,2002389210000,Y1
1020150010138,2019940025870,U
1020150010138,2019960005737,Y1
1020180016732,1020040054158,A
1020180016732,1020130112100,A
1020180016732,1020140148028,A
1020180016732,1015943530000,B1
1020180016732,1011097050000,B1
1020180016732,1015232130000,B1
1020080023024,2002644540000,Y1
1020070058054,,10-2002-0001464 A
1020070058054,,10-0570291 B1
1020070058054,,10-0570290 B1
1020070058054,,10-2002-0033858 A
1020070058054,,10-2003-0090912 A
1020070058054,,10-2004-0029832 A
1020070058054,,10-2006-0028590 A
1020070058054,,10-2006-0001282 A
1020070058054,,10-2003-0026594 A
1020070058054,,10-2003-0029210 A
1020060110865,1019990006352,A
1020060110865,1019990054160,A
1020060110865,1020050092066,A
1020060110865,2002469360000,Y1
1020110106473,2003964630000,Y1
1020110106473,2004413710000,Y1
1020110106473,2004065630000,Y1
1020090133835,1020030029213,A
1020090133835,1020020089964,A
1020100090824,1019910002215,B1
1020150080309,1020130057935,A
1020150080309,2004741010000,Y1
1020150080309,1006208000000,B1
1020150080309,2019710000045,Y1
1020170111599,1017385630000,B1
1020170111599,1016687260000,B1
1020190046839,1016363870000,B1
1020190046839,1020110120028,A
1020190046839,1020110125939,A
1020190046839,2020170004304,U
1020210115332,1020040045274,A
1020210115332,1020050027398,A
1020120005977,1007470000000,B1
1020140046633,1020110061661,A
1020140046633,2002159930000,Y1
1020170062566,1019990024109,A
1020170062566,1020120050944,A
1020090013230,1008842760000,B1
